ta	tb	tc	td	te	tf	tg	th	ti	tj	tk	tl	tm	tn
403.4122	403.3894	403.4052	402.9919	403.2719	403.739	403.4481	403.3559	403.5181	403.4024	403.4933	403.3302	403.1465	403.4892
404.4055	404.4027	404.4153	404.0202	404.265	404.7156	404.4476	404.3571	404.5125	404.3938	404.491	404.3304	404.1834	404.4801
405.3983	405.4146	405.4253	405.0511	405.2575	405.6893	405.4458	405.3591	405.508	405.3828	405.491	405.33	405.2213	405.4711
406.3892	406.4246	406.4352	406.0839	406.2495	406.6613	406.4426	406.3618	406.5052	406.3696	406.4935	406.3288	406.2586	406.4622
407.378	407.4328	407.4431	407.118	407.2419	407.6327	407.4385	407.3651	407.5044	407.354	407.4972	407.3265	407.2942	407.454
408.3644	408.4389	408.4481	408.1534	408.2357	408.6044	408.4338	408.369	408.5055	408.3346	408.5006	408.3226	408.3285	408.4485
409.3471	409.4423	409.4503	409.1887	409.2315	409.5771	409.4294	409.3741	409.5074	409.312	409.5034	409.3166	409.3611	409.4462
410.3261	410.4426	410.4498	410.2231	410.2298	410.5514	410.4272	410.3817	410.51	410.2871	410.5053	410.308	410.3912	410.4473
411.3017	411.4392	411.4467	411.2554	411.23	411.528	411.4282	411.3923	411.5129	411.2609	411.5067	411.2974	411.418	411.4518
412.2747	412.4327	412.4414	412.2852	412.2319	412.5072	412.4324	412.4071	412.5158	412.235	412.5071	412.2859	412.4409	412.4594
413.2466	413.4241	413.4343	413.3127	413.236	413.4891	413.4403	413.4271	413.5185	413.2106	413.506	413.2743	413.459	413.4698
414.2185	414.4139	414.426	414.3378	414.2425	414.4741	414.4513	414.4519	414.5209	414.1886	414.5032	414.2632	414.4732	414.4821
415.192	415.4027	415.4174	415.3601	415.2502	415.4625	415.463	415.4807	415.5232	415.1698	415.4986	415.2529	415.4839	415.4952
416.1682	416.391	416.409	416.3797	416.2581	416.4537	416.4747	416.512	416.5243	416.1543	416.4923	416.2438	416.4926	416.5083
417.1484	417.3793	417.4014	417.3963	417.2664	417.4449	417.4857	417.5447	417.5234	417.1416	417.4843	417.2364	417.5	417.5209
418.1336	418.3675	418.3951	418.4098	418.2754	418.4359	418.4946	418.5777	418.5202	418.1323	418.4749	418.2307	418.505	418.532
419.124	419.356	419.3907	419.4201	419.2833	419.4268	419.5002	419.6097	419.5153	419.1279	419.464	419.2272	419.5074	419.5409
420.1191	420.3455	420.3887	420.4274	420.2889	420.4177	420.5016	420.6395	420.5098	420.1289	420.4515	420.226	420.5074	420.5472
421.1193	421.3364	421.3895	421.4319	421.2924	421.4086	421.4987	421.667	421.5049	421.1345	421.4377	421.2266	421.5053	421.5516
422.1259	422.3293	422.3931	422.436	422.294	422.3999	422.4926	422.6913	422.5007	422.1438	422.4234	422.2289	422.5013	422.5538
423.1392	423.3244	423.3987	423.4404	423.294	423.3908	423.4843	423.7114	423.4977	423.1567	423.4092	423.2328	423.4948	423.5538
424.16	424.3215	424.4056	424.445	424.2931	424.3819	424.4742	424.7269	424.4944	424.1731	424.3961	424.238	424.4858	424.5523
425.1876	425.319	425.4137	425.4497	425.2929	425.3741	425.4634	425.7376	425.4906	425.1931	425.3846	425.2443	425.4751	425.5497
426.2207	426.3161	426.4229	426.4542	426.2941	426.3676	426.4528	426.7437	426.4866	426.2162	426.3753	426.2517	426.4629	426.5461
427.2589	427.3133	427.4323	427.458	427.2968	427.3626	427.4426	427.7453	427.4828	427.2416	427.3692	427.2608	427.4503	427.5417
428.301	428.3112	428.4414	428.4614	428.3022	428.3581	428.4329	428.7427	428.4798	428.2682	428.3688	428.2715	428.4384	428.537
429.3447	429.3103	429.4491	429.4645	429.31	429.3517	429.4242	429.7374	429.4802	429.2948	429.374	429.2839	429.4277	429.5324
430.3882	430.3111	430.455	430.4688	430.32	430.3436	430.4167	430.7311	430.4849	430.3205	430.3838	430.2971	430.4185	430.5281
431.4293	431.3136	431.4592	431.4743	431.3314	431.3343	431.4101	431.7248	431.4934	431.3447	431.3978	431.31	431.4104	431.5246
432.4676	432.3179	432.4616	432.4806	432.3431	432.3246	432.404	432.7191	432.5053	432.3667	432.4146	432.3217	432.4028	432.5218
433.5019	433.3241	433.4622	433.4877	433.3542	433.3145	433.398	433.7145	433.5201	433.3858	433.4335	433.3325	433.3955	433.52
434.531	434.3316	434.4607	434.4956	434.3635	434.3043	434.3912	434.7117	434.5372	434.4017	434.4534	434.3424	434.3891	434.5194
435.555	435.3394	435.4574	435.5032	435.3714	435.2943	435.3839	435.7096	435.5558	435.4154	435.4735	435.352	435.3838	435.52
436.5734	436.3472	436.4533	436.5092	436.3778	436.2852	436.3756	436.7064	436.5745	436.4301	436.4927	436.3614	436.38	436.521
437.5859	437.3546	437.4506	437.5141	437.382	437.2777	437.366	437.7029	437.592	437.4454	437.5103	437.3708	437.3778	437.5223
438.5922	438.3613	438.4495	438.5182	438.383	438.2726	438.3548	438.6988	438.6089	438.4608	438.5261	438.38	438.3772	438.524
439.5926	439.3673	439.4506	439.5214	439.3829	439.2703	439.3419	439.6936	439.6249	439.4756	439.54	439.3889	439.3792	439.5259
440.5878	440.3732	440.4539	440.5241	440.3824	440.2711	440.3272	440.6872	440.6404	440.4892	440.5519	440.3973	440.3837	440.5283
441.577	441.3793	441.4589	441.5262	441.3815	441.2752	441.3111	441.6796	441.6544	441.5019	441.5608	441.4055	441.3895	441.5319
442.5593	442.3854	442.4651	442.5278	442.3807	442.2828	442.2946	442.6707	442.6656	442.5139	442.5671	442.4137	442.3961	442.5371
443.5361	443.3911	443.4718	443.5283	443.3805	443.2938	443.2781	443.6603	443.673	443.5252	443.5711	443.4222	443.4037	443.5437
444.5099	444.3961	444.4791	444.5269	444.3812	444.309	444.262	444.6487	444.6765	444.536	444.5728	444.4312	444.4114	444.5514
445.4824	445.4008	445.4865	445.5241	445.3834	445.3277	445.2466	445.6363	445.6762	445.5458	445.5725	445.4406	445.4177	445.5597
446.4558	446.4066	446.4936	446.5194	446.3874	446.3492	446.2328	446.6263	446.672	446.5542	446.57	446.45	446.4226	446.5683
447.4316	447.4135	447.4994	447.5122	447.393	447.3725	447.2211	447.6193	447.6638	447.5608	447.5657	447.4592	447.4272	447.5771
448.4112	448.4207	448.5044	448.5028	448.3997	448.3969	448.211	448.6153	448.6516	448.5656	448.5599	448.4678	448.4312	448.5856
449.3954	449.4279	449.5087	449.492	449.4094	449.4214	449.2028	449.6142	449.6359	449.5682	449.5528	449.4755	449.4346	449.5936
450.385	450.4346	450.5121	450.4804	450.4228	450.4452	450.1969	450.6157	450.6174	450.5681	450.5445	450.4819	450.4372	450.6013
451.3789	451.4406	451.5142	451.468	451.4384	451.467	451.193	451.6197	451.5974	451.5649	451.5355	451.4869	451.4395	451.6085
452.375	452.4454	452.5148	452.4541	452.4556	452.4866	452.1909	452.6252	452.5764	452.5587	452.5266	452.4913	452.4429	452.6145
453.373	453.4492	453.5137	453.4392	453.4742	453.5035	453.1913	453.6319	453.5555	453.5499	453.5184	453.4954	453.4475	453.6193
454.3726	454.4526	454.5114	454.4243	454.4938	454.5167	454.1939	454.6393	454.5356	454.5389	454.5114	454.4995	454.4532	454.6234
455.373	455.4558	455.5085	455.4103	455.5138	455.5255	455.1991	455.6473	455.5178	455.5262	455.5065	455.5041	455.4597	455.6266
456.3732	456.4583	456.5053	456.397	456.5335	456.5293	456.2068	456.656	456.5026	456.5119	456.5043	456.5092	456.467	456.6285
457.3734	457.4601	457.5018	457.3841	457.5529	457.5291	457.217	457.6658	457.4905	457.4961	457.5022	457.515	457.4747	457.629
458.3741	458.4617	458.4979	458.3725	458.5735	458.5267	458.2289	458.6764	458.4799	458.4794	458.5	458.5212	458.4825	458.6275
459.3757	459.4633	459.4931	459.3617	459.5953	459.5223	459.2408	459.6865	459.4711	459.4624	459.4975	459.5272	459.4902	459.6235
460.3778	460.4646	460.488	460.3512	460.6174	460.5161	460.2526	460.695	460.4648	460.4458	460.4945	460.5327	460.4977	460.6172
461.3799	461.4642	461.4828	461.3414	461.6391	461.5073	461.2635	461.7017	461.461	461.4294	461.4909	461.5371	461.5047	461.6089
462.382	462.4622	462.4779	462.333	462.6598	462.4963	462.2733	462.7066	462.4588	462.412	462.4866	462.5404	462.5109	462.599
463.3835	463.4587	463.4737	463.3261	463.6788	463.4836	463.2822	463.7099	463.4579	463.394	463.4818	463.5421	463.5163	463.5878
464.3839	464.4539	464.4703	464.3206	464.6961	464.4698	464.2899	464.7114	464.4586	464.3763	464.4763	464.5417	464.5207	464.5759
465.383	465.4481	465.4678	465.3165	465.7115	465.4557	465.2969	465.7103	465.461	465.3582	465.4706	465.5394	465.5239	465.5639
466.3801	466.4417	466.4662	466.3136	466.7244	466.4421	466.3029	466.7066	466.4644	466.3402	466.4647	466.5351	466.5247	466.5523
467.3747	467.4344	467.4655	467.3116	467.7346	467.4297	467.3067	467.701	467.4673	467.3227	467.4598	467.5297	467.5231	467.5417
468.3668	468.4264	468.4657	468.3121	468.7409	468.4191	468.3069	468.6938	468.4694	468.3057	468.4574	468.5239	468.5199	468.5313
469.3578	469.4184	469.4671	469.3159	469.7424	469.4107	469.3042	469.686	469.4706	469.2893	469.4592	469.518	469.5158	469.5211
470.349	470.4108	470.4717	470.3219	470.7386	470.4044	470.2992	470.6783	470.4709	470.2737	470.4641	470.5125	470.5106	470.5118
471.3406	471.4041	471.4793	471.3293	471.7306	471.4012	471.2925	471.6715	471.4704	471.259	471.4709	471.5075	471.5038	471.5041
472.3328	472.3979	472.4894	472.3373	472.7186	472.4017	472.2839	472.6663	472.4691	472.2456	472.4795	472.5033	472.4958	472.498
473.3251	473.3926	473.5014	473.3452	473.7034	473.4057	473.2741	473.6634	473.4667	473.2336	473.4893	473.4987	473.487	473.4932
474.3172	474.3884	474.5147	474.3522	474.6852	474.4133	474.2637	474.6637	474.4636	474.2233	474.5	474.4927	474.4781	474.4887
475.309	475.3857	475.5287	475.3591	475.6639	475.4245	475.2535	475.665	475.46	475.2148	475.5112	475.4857	475.4694	475.4833
476.3003	476.3853	476.5423	476.3662	476.6399	476.4387	476.244	476.6672	476.4561	476.2084	476.5218	476.4782	476.4613	476.4769
477.2909	477.3872	477.554	477.373	477.614	477.4567	477.2359	477.6721	477.4525	477.2043	477.5311	477.4709	477.4543	477.4691
478.2815	478.3913	478.5636	478.3786	478.5877	478.4785	478.2296	478.6793	478.4491	478.2025	478.5388	478.4644	478.4485	478.4601
479.2725	479.3965	479.5707	479.382	479.5613	479.5029	479.2265	479.6877	479.4462	479.2034	479.5444	479.4594	479.4449	479.4506
480.2636	480.4024	480.5753	480.3831	480.5351	480.5283	480.2272	480.6965	480.4441	480.2068	480.5478	480.4565	480.4438	480.4412
481.2549	481.4102	481.5776	481.3823	481.5092	481.5536	481.2318	481.7049	481.4433	481.2126	481.5488	481.456	481.4456	481.433
482.2466	482.4197	482.5774	482.3803	482.484	482.5775	482.2401	482.712	482.4438	482.2207	482.5473	482.4571	482.4499	482.4268
483.239	483.4303	483.5752	483.3791	483.461	483.5992	483.2515	483.7176	483.446	483.2309	483.5437	483.4601	483.4562	483.4221
484.2321	484.4409	484.5727	484.3792	484.4406	484.6178	484.2656	484.7208	484.4487	484.2417	484.5378	484.4645	484.4644	484.4189
485.2264	485.4506	485.5707	485.3804	485.4227	485.6325	485.2817	485.7214	485.4529	485.2521	485.5301	485.47	485.4742	485.4175
486.2216	486.4582	486.5693	486.3817	486.4069	486.6429	486.2993	486.7189	486.46	486.2617	486.521	486.4762	486.4851	486.418
487.218	487.4632	487.5685	487.3837	487.3936	487.6487	487.3174	487.7129	487.4698	487.2706	487.5117	487.4828	487.4976	487.4205
488.2159	488.4672	488.5683	488.3867	488.3822	488.6497	488.3353	488.7025	488.4814	488.2783	488.5027	488.489	488.5108	488.4253
489.2156	489.4717	489.5685	489.3915	489.3726	489.6463	489.3522	489.6879	489.4944	489.2846	489.4947	489.4946	489.5245	489.4333
490.2174	490.4766	490.5689	490.3976	490.3643	490.6388	490.3676	490.6693	490.5083	490.2892	490.4883	490.4989	490.5381	490.4445
491.2215	491.4818	491.5695	491.4047	491.3569	491.6291	491.3816	491.6472	491.5222	491.2921	491.4834	491.5017	491.5513	491.4588
492.2281	492.4868	492.5698	492.4128	492.3502	492.618	492.3941	492.6221	492.5355	492.2939	492.4793	492.503	492.5639	492.4759
493.2371	493.4912	493.5689	493.4218	493.3439	493.6061	493.4045	493.5946	493.5478	493.2964	493.4764	493.5036	493.5758	493.4951
494.2486	494.4953	494.5676	494.4316	494.3388	494.5942	494.4124	494.5628	494.5583	494.3001	494.4739	494.5043	494.5887	494.5159
495.2622	495.4989	495.566	495.4422	495.3352	495.5822	495.4196	495.5274	495.5665	495.3051	495.4706	495.5048	495.6028	495.5373
496.2778	496.5023	496.5645	496.4538	496.3331	496.5692	496.4268	496.4898	496.5728	496.3114	496.4668	496.5055	496.6173	496.5574
497.2949	497.5063	497.5632	497.4662	497.3327	497.5562	497.4339	497.451	497.576	497.3184	497.4622	497.5073	497.6308	497.575
498.313	498.511	498.561	498.4793	498.333	498.5438	498.4408	498.4115	498.5757	498.3262	498.4565	498.51	498.6428	498.5892
499.3318	499.5166	499.557	499.4924	499.3335	499.5315	499.4473	499.3727	499.5722	499.3348	499.4498	499.5138	499.653	499.5993
500.3507	500.5233	500.5517	500.5049	500.3343	500.5198	500.4533	500.336	500.5664	500.3444	500.4426	500.518	500.6611	500.6048
501.3694	501.5311	501.5468	501.5167	501.3356	501.5093	501.459	501.3029	501.5589	501.3547	501.4353	501.5221	501.6672	501.6071
502.3873	502.5402	502.543	502.5271	502.3372	502.5004	502.4641	502.2751	502.5497	502.3653	502.4283	502.5251	502.6715	502.6068
503.4039	503.5507	503.5416	503.536	503.3386	503.4937	503.4688	503.254	503.5397	503.3756	503.4217	503.527	503.6741	503.604
504.4189	504.5624	504.5433	504.5442	504.3401	504.4884	504.4731	504.2392	504.5301	504.3854	504.4157	504.5278	504.675	504.5991
505.4319	505.5753	505.5483	505.5518	505.3422	505.4841	505.4771	505.2286	505.5221	505.3944	505.4106	505.5275	505.6743	505.5924
506.4429	506.5894	506.557	506.5589	506.3452	506.4807	506.481	506.2225	506.5167	506.4022	506.4066	506.5263	506.672	506.5845
507.4499	507.6041	507.571	507.5651	507.3495	507.478	507.485	507.2207	507.5148	507.4089	507.404	507.5243	507.6682	507.5758
508.4534	508.6176	508.5923	508.5703	508.3554	508.476	508.4894	508.2234	508.5173	508.4148	508.4026	508.5216	508.6635	508.567
509.4539	509.63	509.6203	509.5746	509.3632	509.4747	509.4949	509.2307	509.5244	509.4196	509.4027	509.5189	509.6581	509.5583
510.4514	510.6414	510.6519	510.579	510.3737	510.4736	510.5008	510.2424	510.536	510.4232	510.4027	510.5184	510.6526	510.5503
511.4462	511.6515	511.6853	511.5844	511.3868	511.4725	511.5066	511.2578	511.5523	511.4261	511.4015	511.5211	511.6473	511.5432
512.4384	512.6601	512.7197	512.5908	512.402	512.4709	512.5119	512.2764	512.571	512.43	512.3986	512.5268	512.6425	512.5372
513.4285	513.6669	513.7532	513.598	513.4177	513.4689	513.5166	513.2978	513.59	513.4349	513.3941	513.5351	513.6388	513.5326
514.4172	514.6722	514.7846	514.606	514.4335	514.4666	514.5208	514.3217	514.6094	514.4407	514.3879	514.5457	514.6362	514.5294
515.4055	515.6758	515.812	515.6143	515.4489	515.4642	515.5245	515.3472	515.6295	515.4472	515.3818	515.5579	515.6342	515.5277
516.394	516.6783	516.834	516.6227	516.4635	516.4621	516.5284	516.3738	516.6497	516.4542	516.3769	516.571	516.6326	516.5273
517.3834	517.678	517.8509	517.6307	517.4768	517.4604	517.5331	517.4007	517.6696	517.4614	517.3729	517.5843	517.6314	517.5268
518.3751	518.674	518.8626	518.638	518.4878	518.4594	518.5388	518.4271	518.69	518.4678	518.3694	518.5965	518.6302	518.5256
519.3699	519.6668	519.8692	519.6443	519.4962	519.4592	519.545	519.4526	519.7104	519.472	519.3669	519.6074	519.6291	519.5232
520.368	520.6567	520.8719	520.6483	520.5018	520.4589	520.551	520.4763	520.73	520.4731	520.3661	520.6154	520.6275	520.5201
521.3698	521.6443	521.8719	521.6485	521.5045	521.4587	521.5565	521.4974	521.7479	521.4711	521.3676	521.6195	521.6254	521.517
522.3754	522.6302	522.8697	522.645	522.5046	522.4589	522.561	522.5154	522.7646	522.4669	522.3713	522.6193	522.6226	522.5137
523.3848	523.6157	523.8649	523.6378	523.5024	523.46	523.5643	523.5314	523.7793	523.4609	523.3768	523.6149	523.6191	523.5103
524.3976	524.6013	524.8559	524.6274	524.4981	524.4613	524.5662	524.5472	524.7913	524.454	524.3839	524.6072	524.6157	524.5067
525.4131	525.5874	525.8428	525.6141	525.4921	525.4623	525.5666	525.5626	525.8	525.4469	525.3919	525.5966	525.6139	525.5038
526.4308	526.5748	526.8263	526.5986	526.4847	526.4632	526.5654	526.5776	526.8049	526.4402	526.4008	526.5837	526.6148	526.5026
527.4501	527.5636	527.8061	527.5815	527.4763	527.4647	527.5631	527.5922	527.8057	527.4344	527.41	527.5689	527.6186	527.5029
528.4702	528.5538	528.783	528.5632	528.4669	528.4664	528.5595	528.6061	528.8021	528.4294	528.4174	528.5528	528.6248	528.5042
529.4903	529.5457	529.7582	529.5447	529.4574	529.4681	529.5544	529.6194	529.7942	529.4253	529.4219	529.536	529.6329	529.5063
530.5096	530.5397	530.7322	530.5275	530.449	530.4694	530.5488	530.6319	530.7809	530.4217	530.4229	530.519	530.6423	530.509
531.5275	531.5358	531.7062	531.5127	531.4421	531.4702	531.544	531.6436	531.7625	531.4188	531.4203	531.5024	531.652	531.5121
532.5431	532.5342	532.6815	532.5008	532.4363	532.4705	532.5406	532.6544	532.7397	532.4167	532.4146	532.4866	532.6599	532.5154
533.5541	533.5342	533.6589	533.4921	533.4301	533.4701	533.5399	533.6635	533.7135	533.4148	533.4056	533.472	533.6663	533.5187
534.5601	534.5345	534.6385	534.4868	534.4221	534.4703	534.5422	534.6707	534.6854	534.413	534.3942	534.4591	534.6708	534.5219
535.5608	535.5331	535.6196	535.4852	535.4135	535.472	535.5489	535.6759	535.6567	535.411	535.381	535.4487	535.6733	535.5249
536.557	536.5297	536.6025	536.4871	536.4069	536.4746	536.5588	536.6788	536.6282	536.4087	536.3671	536.4391	536.6735	536.5282
537.551	537.5258	537.5872	537.4927	537.4035	537.4778	537.5704	537.6796	537.6012	537.4063	537.353	537.4304	537.6714	537.5319
538.5434	538.5206	538.5727	538.501	538.4033	538.4813	538.5828	538.6781	538.5768	538.4033	538.3398	538.4221	538.6669	538.536
539.5352	539.5143	539.5591	539.5102	539.4065	539.4843	539.5957	539.6745	539.5562	539.3994	539.3297	539.4146	539.6598	539.5403
540.5274	540.507	540.5471	540.5202	540.4128	540.4863	540.6084	540.6697	540.5401	540.3943	540.3237	540.4078	540.65	540.5447
541.5205	541.4985	541.5368	541.5322	541.4205	541.4874	541.6202	541.6637	541.5301	541.3879	541.3207	541.402	541.6378	541.5487
542.5151	542.4899	542.5289	542.5468	542.4265	542.4879	542.631	542.6569	542.5258	542.3816	542.321	542.3971	542.6239	542.5526
543.5114	543.4821	543.5238	543.5629	543.4301	543.4876	543.6406	543.6492	543.5254	543.3761	543.3226	543.3931	543.6088	543.5562
544.51	544.4767	544.5214	544.5796	544.4305	544.4867	544.6489	544.6406	544.5277	544.3715	544.3253	544.3899	544.5931	544.5588
545.5117	545.4733	545.5215	545.5959	545.4276	545.4871	545.6562	545.632	545.5319	545.3681	545.3294	545.3868	545.5776	545.5612
546.5161	546.4714	546.5253	546.6113	546.4211	546.4908	546.6626	546.624	546.537	546.3657	546.3354	546.384	546.5628	546.5628
547.5232	547.4712	547.5336	547.6251	547.4112	547.4979	547.6685	547.6169	547.542	547.3644	547.3435	547.3815	547.5493	547.5639
548.5326	548.4724	548.5444	548.6367	548.3984	548.5066	548.6741	548.6115	548.5461	548.3644	548.3534	548.3794	548.5377	548.5638
549.5442	549.4747	549.556	549.6461	549.3833	549.5153	549.6799	549.608	549.5496	549.3655	549.3657	549.3779	549.5285	549.5627
550.5577	550.478	550.5676	550.6544	550.3663	550.5233	550.6866	550.6063	550.5516	550.3674	550.3799	550.3771	550.5218	550.5606
551.5724	551.4816	551.5795	551.6609	551.3483	551.5301	551.6951	551.606	551.5521	551.3696	551.3957	551.3774	551.518	551.5577
552.588	552.4854	552.5916	552.666	552.3304	552.5353	552.7062	552.6071	552.5515	552.3724	552.4125	552.379	552.518	552.5543
553.6038	553.4894	553.6044	553.67	553.3137	553.539	553.72	553.609	553.5512	553.3753	553.4294	553.382	553.523	553.5506
554.6191	554.4937	554.6186	554.6731	554.2995	554.5411	554.7354	554.6105	554.5526	554.3782	554.4456	554.3864	554.5318	554.5463
555.6335	555.4982	555.6333	555.6752	555.2889	555.5418	555.7507	555.611	555.5558	555.3812	555.4608	555.3925	555.5416	555.5414
556.6465	556.5023	556.648	556.6752	556.2828	556.541	556.7662	556.609	556.5601	556.3845	556.4741	556.4002	556.5515	556.5363
557.6578	557.5068	557.663	557.6731	557.2824	557.5375	557.7823	557.6043	557.5654	557.3885	557.4865	557.4095	557.5604	557.5313
558.6675	558.5128	558.6774	558.6701	558.2879	558.5306	558.7986	558.5972	558.5721	558.3936	558.499	558.4202	558.5676	558.5267
559.6765	559.5203	559.6906	559.6668	559.299	559.5203	559.8145	559.5877	559.579	559.4001	559.5114	559.4323	559.5728	559.5231
560.6851	560.5292	560.7031	560.6635	560.3151	560.5068	560.8298	560.5765	560.5862	560.4081	560.5223	560.4454	560.5763	560.5198
561.6928	561.5393	561.7148	561.66	561.3354	561.4893	561.8443	561.5635	561.5933	561.4177	561.5317	561.459	561.5779	561.5163
562.6998	562.5511	562.7252	562.6567	562.3594	562.4683	562.8576	562.5488	562.6002	562.4279	562.5391	562.4732	562.5774	562.5128
563.7064	563.5643	563.7344	563.6539	563.3865	563.4449	563.8693	563.5329	563.6064	563.4383	563.5437	563.4875	563.5747	563.5095
564.7125	564.5787	564.7421	564.6516	564.4149	564.4201	564.8787	564.5159	564.6118	564.4482	564.5459	564.5014	564.5698	564.5065
565.7181	565.5939	565.7479	565.6493	565.4417	565.3953	565.8852	565.498	565.6163	565.4573	565.5458	565.5145	565.5632	565.5038
566.7233	566.6099	566.7513	566.647	566.4659	566.3714	566.8884	566.4794	566.6201	566.4655	566.5439	566.5262	566.5558	566.5006
567.7273	567.6263	567.7524	567.6454	567.487	567.3502	567.8875	567.4607	567.624	567.4723	567.5408	567.536	567.5482	567.4973
568.7296	568.6431	568.7515	568.6454	568.5046	568.3326	568.8825	568.4424	568.6285	568.478	568.5382	568.5436	568.5407	568.494
569.7307	569.6594	569.7485	569.6454	569.5185	569.3196	569.8737	569.4251	569.6334	569.4828	569.5373	569.5486	569.5339	569.4905
570.7306	570.675	570.7441	570.6448	570.5303	570.312	570.8615	570.4092	570.6384	570.4872	570.5399	570.5516	570.5283	570.4874
571.7296	571.6895	571.7383	571.6436	571.54	571.3099	571.8467	571.3949	571.6434	571.4905	571.5461	571.5532	571.5243	571.4846
572.7276	572.7015	572.7315	572.642	572.547	572.3123	572.8298	572.3823	572.6483	572.4927	572.5555	572.5536	572.5223	572.4828
573.7253	573.7112	573.7229	573.6403	573.5518	573.3175	573.811	573.3704	573.6529	573.4937	573.5673	573.553	573.5223	573.4827
574.723	574.7191	574.7108	574.6386	574.5552	574.3245	574.7908	574.359	574.6569	574.494	574.5791	574.5514	574.5245	574.4844
575.7206	575.7253	575.6949	575.638	575.5579	575.3327	575.7699	575.3482	575.6602	575.4939	575.5916	575.5494	575.5284	575.4879
576.7183	576.7295	576.6761	576.6391	576.5598	576.3419	576.7487	576.3372	576.6624	576.493	576.6047	576.5471	576.5342	576.493
577.7158	577.7316	577.6549	577.6417	577.5612	577.3514	577.7264	577.3257	577.6631	577.4897	577.6176	577.5439	577.5419	577.4995
578.7133	578.7325	578.6326	578.6464	578.5623	578.3613	578.7029	578.314	578.6623	578.4838	578.629	578.5394	578.5497	578.5064
579.7105	579.7322	579.6097	579.6527	579.5633	579.3718	579.6786	579.3021	579.6597	579.4758	579.6381	579.5338	579.5568	579.512
580.7073	580.7313	580.5859	580.6605	580.5639	580.3829	580.6533	580.29	580.6559	580.4664	580.6454	580.5276	580.5629	580.5157
581.7036	581.7302	581.5616	581.6683	581.5645	581.3947	581.6274	581.2784	581.6518	581.4554	581.6514	581.5214	581.5677	581.5171
582.6996	582.7291	582.5377	582.6755	582.5648	582.4071	582.6017	582.2673	582.6471	582.4429	582.6569	582.5153	582.5707	582.5157
583.6957	583.7278	583.5146	583.6819	583.5645	583.4205	583.5771	583.2574	583.6421	583.4296	583.6619	583.5106	583.5726	583.512
584.6914	584.7258	584.4935	584.6874	584.5639	584.4343	584.5534	584.249	584.6367	584.4163	584.6661	584.5081	584.5748	584.5068
585.6863	585.7238	585.475	585.6934	585.5639	585.4485	585.5316	585.2427	585.631	585.4042	585.6698	585.5079	585.5781	585.4998
586.6802	586.722	586.4603	586.6982	586.5647	586.4628	586.5125	586.2393	586.6253	586.3926	586.6736	586.5101	586.582	586.4917
587.6728	587.7207	587.4495	587.7005	587.566	587.4772	587.4966	587.2394	587.6194	587.3805	587.6776	587.5149	587.5865	587.4834
588.665	588.7201	588.4432	588.6999	588.5684	588.4931	588.4848	588.2434	588.6135	588.3681	588.6822	588.5224	588.5914	588.4756
589.657	589.7192	589.4407	589.6965	589.5734	589.51	589.4772	589.2514	589.6075	589.355	589.6876	589.5323	589.5962	589.4691
590.6488	590.7171	590.4408	590.691	590.5815	590.5274	590.4745	590.2634	590.6017	590.3413	590.6942	590.5442	590.6007	590.4645
591.6407	591.7138	591.4431	591.6844	591.5918	591.5449	591.4773	591.279	591.596	591.3273	591.7026	591.5576	591.6047	591.4603
592.6326	592.7089	592.4469	592.6771	592.603	592.5617	592.4848	592.298	592.5897	592.3146	592.713	592.5722	592.6078	592.4557
593.6249	593.7026	593.452	593.6703	593.6141	593.5777	593.4966	593.3199	593.5837	593.3039	593.7255	593.5878	593.6099	593.4515
594.618	594.6949	594.458	594.665	594.6234	594.5926	594.5121	594.3439	594.5786	594.2957	594.7382	594.604	594.6114	594.4481
595.6121	595.6866	595.4644	595.6617	595.6301	595.6084	595.5311	595.3696	595.5743	595.2905	595.7498	595.6204	595.6122	595.4462
596.6076	596.6789	596.4709	596.6614	596.6355	596.6252	596.5532	596.3966	596.5713	596.2889	596.7607	596.638	596.6123	596.446
597.6045	597.6716	597.4769	597.6645	597.6404	597.6425	597.5778	597.424	597.5692	597.2917	597.7715	597.657	597.6121	597.4473
598.6026	598.6648	598.4825	598.6724	598.6443	598.66	598.6039	598.4508	598.5688	598.299	598.7827	598.6769	598.6115	598.4499
599.6021	599.6583	599.4874	599.6859	599.6464	599.6774	599.6305	599.475	599.5707	599.3105	599.7949	599.6973	599.6113	599.454
600.6029	600.6521	600.4911	600.7039	600.6462	600.6938	600.6566	600.4954	600.5746	600.3254	600.8082	600.7173	600.6113	600.4596
601.6051	601.6476	601.4952	601.7257	601.6432	601.7089	601.6828	601.5114	601.5804	601.3431	601.8215	601.7372	601.6119	601.467
602.608	602.645	602.5	602.7506	602.6365	602.7224	602.7083	602.5225	602.588	602.3629	602.8343	602.7567	602.6129	602.4756
603.6112	603.6439	603.5045	603.7779	603.6266	603.7338	603.7324	603.5308	603.597	603.3834	603.8463	603.7758	603.6143	603.4852
604.6148	604.6439	604.5087	604.8063	604.6143	604.7437	604.755	604.5367	604.6077	604.4049	604.8576	604.7941	604.6162	604.4951
605.6185	605.6442	605.5127	605.8344	605.5994	605.7524	605.777	605.5408	605.6196	605.4271	605.8676	605.811	605.6184	605.5049
